,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE,DEYE
PUMA,1.1102230246251565e-16,0.024023916895406883,-0.000984046053186939,-0.024616817525615915,-0.009026911332188485,-0.019808386175108553,-0.010866825738148992,0.03497430228374647,-0.019899191387619752,-0.013003946992318922,0.0007499035642745851
AGEP,0.024023916895406887,0.0,-0.01913398178902828,-0.10600790125180437,0.10873461087110547,0.03327089516038255,0.3967797995110384,0.31793435047687957,0.08812210221380973,-0.30658086358548303,0.09041572322250421
SEX,-0.000984046053186939,-0.019133981789028275,0.0,-0.014111169669409954,0.02371358052683272,-0.011012623370363083,0.04032208054548172,0.05161428119806226,0.006886680261238067,0.1389943113603753,0.010343263089147748
MSP,-0.024616817525615915,-0.1060079012518044,-0.014111169669409954,0.0,-0.016545124408227457,-0.03343764843188558,0.14400899668173556,-0.010796006314540918,-0.024458039281807765,-0.0030875996429003683,0.027392685678630936
HISP,-0.009026911332188487,0.10873461087110547,0.02371358052683272,-0.016545124408227457,1.1102230246251565e-16,-0.06017667248664359,-0.11321225294876042,-0.1132591115216644,-0.08625085866217902,0.07949055328820079,0.03791285747667854
RAC1P,-0.019808386175108553,0.03327089516038255,-0.011012623370363081,-0.03343764843188558,-0.06017667248664359,0.0,-0.0380491943069349,-0.02370049240615268,-0.06027358458899237,0.04730675332744098,-0.014823471173345468
NOC,-0.010866825738148992,0.39677979951103837,0.04032208054548172,0.14400899668173558,-0.11321225294876043,-0.03804919430693491,0.0,-0.039713814134306524,-0.15114027523134438,0.1312183855571295,-0.055145799840813116
NPF,0.03497430228374647,0.31793435047687957,0.05161428119806225,-0.010796006314540918,-0.1132591115216644,-0.023700492406152674,-0.039713814134306524,0.0,0.0023995256546576263,0.06923414802206904,-0.04738540276951288
OWN_RENT,-0.019899191387619756,0.08812210221380973,0.00688668026123807,-0.024458039281807765,-0.08625085866217902,-0.06027358458899236,-0.15114027523134435,0.002399525654657627,0.0,0.03755431841676425,0.023803250660601676
PINCP_DECILE,-0.013003946992318924,-0.30658086358548303,0.1389943113603753,-0.003087599642900396,0.07949055328820079,0.04730675332744099,0.1312183855571295,0.06923414802206904,0.037554318416764265,0.0,-0.009297565460201308
DEYE,0.0007499035642745851,0.09041572322250421,0.010343263089147748,0.027392685678630936,0.037912857476678545,-0.014823471173345466,-0.055145799840813116,-0.04738540276951288,0.023803250660601676,-0.009297565460201308,1.1102230246251565e-16
